Name,Label,Intensity,FractionalEnrichment,UnlabeledFragment,NACorrected,CellLine,GrowthConditions,Treatment,Media
uridine,C13-label-5,0,0,uridine,-0.577739841,H1299,monolayer,NA,Regular
uridine,C13-label-5,636.9404,0.1767,uridine,660.8249935,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-5,8.666667,0.0016,uridine,7.976146024,H1299,monolayer,NA,Regular
uridine,C13-label-5,5402.428,0.3592,uridine,5684.96559,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-5,0,0,uridine,-7.947958708,CFTr,Sphere,NA,Regular
uridine,C13-label-5,1659.685,0.1391,uridine,1750.463479,QC,NA,NA,NA
uridine,C13-label-5,0,0,uridine,0,Water,NA,NA,NA
uridine,C13-label-5,1335.14,0.3566,uridine,1407.959381,H1299,sphere,NA,C13 glucose
uridine,C13-label-5,752.1423,0.2748,uridine,790.6898985,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-5,0,0,uridine,0.065967728,CFTr,monolayer,treated,Regular
uridine,C13-label-5,1267.222,0.1009,uridine,1336.502486,QC,NA,NA,NA
uridine,C13-label-5,363.6667,0.2316,uridine,376.0631008,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-5,6377.748,0.2837,uridine,6620.725186,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-5,58.66667,0.0075,uridine,61.16320208,H1299,sphere,NA,Regular
uridine,C13-label-5,886.1441,0.261,uridine,923.2688523,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-5,4714.607,0.3765,uridine,4960.40613,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-5,41,0.0049,uridine,42.13715204,CFTr,monolayer,treated,Regular
uridine,C13-label-5,636.2957,0.3138,uridine,670.7657162,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-5,6.666667,0.0012,uridine,6.616533107,CFTr,monolayer,NA,Regular
uridine,C13-label-5,613.466,0.3687,uridine,649.0402188,H1299,monolayer,NA,C13 glucose
uridine,C13-label-5,14,0.004,uridine,13.0795124,H1299,monolayer,NA,Regular
uridine,C13-label-5,381.6107,0.109,uridine,376.5103615,H1299,sphere,NA,C13 glucose
uridine,C13-label-5,1819.057,0.148,uridine,1914.224171,QC,NA,NA,NA
uridine,C13-label-5,1081.957,0.564,uridine,1147.551867,H1299,monolayer,NA,C13 glucose
uridine,C13-label-5,6,0.0009,uridine,5.891576916,CFTr,monolayer,treated,Regular
uridine,C13-label-5,58.31433,0.0046,uridine,60.2430016,CFTr,Sphere,treated,Regular
uridine,C13-label-5,5499.402,0.3136,uridine,5772.021683,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-5,700.7064,0.1702,uridine,723.4299371,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-5,8288.183,0.3941,uridine,8720.545631,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-5,1064.06,0.4304,uridine,1114.5705,H1299,monolayer,NA,C13 glucose
uridine,C13-label-5,0,0,uridine,-28.62670625,CFTr,Sphere,treated,Regular
uridine,C13-label-5,79.45608,0.0035,uridine,82.08364057,CFTr,Sphere,NA,Regular
uridine,C13-label-5,1686.304,0.1844,uridine,1779.646626,QC,NA,NA,NA
uridine,C13-label-5,0,0,uridine,-1.372638764,QC,NA,NA,NA
uridine,C13-label-5,0,0,uridine,0.000391783,Water,NA,NA,NA
uridine,C13-label-5,0,0,uridine,-0.00002968,Metmix,NA,NA,NA
uridine,C13-label-5,0,0,uridine,-0.083645081,ACN,NA,NA,NA
uridine,C13-label-5,0,0,uridine,0.000301455,Water,NA,NA,NA
uridine,C13-label-5,5928.395,0.3459,uridine,6198.922811,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-5,0,0,uridine,-1.069018119,CFTr,monolayer,NA,Regular
uridine,C13-label-5,1419.635,0.1042,uridine,1477.402098,QC,NA,NA,NA
uridine,C13-label-5,348,0.0573,uridine,362.3074878,QC,NA,NA,NA
uridine,C13-label-5,0,0,uridine,0.000309297,Metmix,NA,NA,NA
uridine,C13-label-5,18.66667,0.0046,uridine,18.94087263,CFTr,monolayer,NA,Regular
uridine,C13-label-5,1162.858,0.2669,uridine,1191.912584,H1299,sphere,NA,C13 glucose
uridine,C13-label-4,0,0,uridine,-0.154508892,CFTr,Sphere,treated,Regular
uridine,C13-label-4,0,0,uridine,-26.20077403,CFTr,Sphere,NA,Regular
uridine,C13-label-4,6,0.0003,uridine,3.916969193,H1299,sphere,NA,Regular
uridine,C13-label-4,0,0,uridine,0.059923743,H1299,sphere,NA,Regular
uridine,C13-label-4,8,0.0019,uridine,8.534481781,H1299,monolayer,NA,Regular
uridine,C13-label-4,203.0373,0.05,uridine,187.0826924,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-4,17.33333,0.0035,uridine,17.52067325,H1299,monolayer,NA,Regular
uridine,C13-label-4,540.4105,0.027,uridine,426.8969118,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-4,107.8318,0.0052,uridine,108.8362813,CFTr,Sphere,NA,Regular
uridine,C13-label-4,146.6031,0.0107,uridine,134.6341418,QC,NA,NA,NA
uridine,C13-label-4,0,0,uridine,0,Water,NA,NA,NA
uridine,C13-label-4,124.0078,0.0287,uridine,113.4862845,H1299,sphere,NA,C13 glucose
uridine,C13-label-4,95.63065,0.0273,uridine,78.67770849,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-4,0,0,uridine,-0.396521997,CFTr,monolayer,treated,Regular
uridine,C13-label-4,75.77706,0.0027,uridine,35.33928649,QC,NA,NA,NA
uridine,C13-label-4,135.6798,0.0814,uridine,132.1154839,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-4,1911.061,0.0761,uridine,1776.758163,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-4,14.66667,0.0018,uridine,14.27817276,H1299,sphere,NA,Regular
uridine,C13-label-4,235.2073,0.0646,uridine,228.3367779,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-4,424.1198,0.0222,uridine,292.314309,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-4,14.66667,0.0015,uridine,12.67963154,CFTr,monolayer,treated,Regular
uridine,C13-label-4,9.787155,0,uridine,-24.02649386,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-4,7.333333,0.0015,uridine,8.166413476,CFTr,monolayer,NA,Regular
uridine,C13-label-4,0,0,uridine,-17.29231157,H1299,monolayer,NA,C13 glucose
uridine,C13-label-4,25.33333,0.0079,uridine,25.87678099,H1299,monolayer,NA,Regular
uridine,C13-label-4,392.7179,0.1117,uridine,385.9291625,H1299,sphere,NA,C13 glucose
uridine,C13-label-4,196.7458,0.0129,uridine,166.5351651,QC,NA,NA,NA
uridine,C13-label-4,0,0,uridine,-13.38274475,H1299,monolayer,NA,C13 glucose
uridine,C13-label-4,6.333333,0.001,uridine,6.803034756,CFTr,monolayer,treated,Regular
uridine,C13-label-4,0,0,uridine,-13.44056203,CFTr,Sphere,treated,Regular
uridine,C13-label-4,812.5656,0.039,uridine,718.7568204,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-4,278.2209,0.0631,uridine,268.1495843,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-4,1018.005,0.0425,uridine,941.3626558,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-4,176.0729,0.0611,uridine,158.2414291,H1299,monolayer,NA,C13 glucose
uridine,C13-label-4,312.2397,0.0112,uridine,274.1471122,CFTr,Sphere,treated,Regular
uridine,C13-label-4,0,0,uridine,-16.92316711,CFTr,Sphere,NA,Regular
uridine,C13-label-4,126.5623,0.0113,uridine,109.4866068,QC,NA,NA,NA
uridine,C13-label-4,17,0.0232,uridine,15.41853542,QC,NA,NA,NA
uridine,C13-label-4,0,0.0003,uridine,0.006378878,Water,NA,NA,NA
uridine,C13-label-4,0,0,uridine,0.000357244,Metmix,NA,NA,NA
uridine,C13-label-4,0,0,uridine,-0.578696647,ACN,NA,NA,NA
uridine,C13-label-4,0,0.0002,uridine,0.006911362,Water,NA,NA,NA
uridine,C13-label-4,1210.896,0.0626,uridine,1121.286925,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-4,16.66667,0.0033,uridine,17.06187146,CFTr,monolayer,NA,Regular
uridine,C13-label-4,351.2097,0.0218,uridine,309.0670648,QC,NA,NA,NA
uridine,C13-label-4,98.66666,0.0154,uridine,97.30963571,QC,NA,NA,NA
uridine,C13-label-4,0,0.0001,uridine,0.007371165,Metmix,NA,NA,NA
uridine,C13-label-4,14.33333,0.0037,uridine,15.14531849,CFTr,monolayer,NA,Regular
uridine,C13-label-4,557.6745,0.1192,uridine,532.2850664,H1299,sphere,NA,C13 glucose
uridine,C13-label-3,37,0.002,uridine,36.65696258,CFTr,Sphere,treated,Regular
uridine,C13-label-3,344.8062,0.017,uridine,345.6462704,CFTr,Sphere,NA,Regular
uridine,C13-label-3,44.33333,0.0025,uridine,35.42148299,H1299,sphere,NA,Regular
uridine,C13-label-3,0,0,uridine,-10.82823574,H1299,sphere,NA,Regular
uridine,C13-label-3,6.333333,0.0019,uridine,8.69447118,H1299,monolayer,NA,Regular
uridine,C13-label-3,313.3011,0.0731,uridine,273.4953859,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-3,14.66667,0.0029,uridine,14.47498896,H1299,monolayer,NA,Regular
uridine,C13-label-3,1830.472,0.1165,uridine,1844.085388,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-3,118.0076,0.0056,uridine,116.8497157,CFTr,Sphere,NA,Regular
uridine,C13-label-3,293,0.0237,uridine,297.7598488,QC,NA,NA,NA
uridine,C13-label-3,0,0,uridine,0,Water,NA,NA,NA
uridine,C13-label-3,225.9329,0.0555,uridine,219.1976372,H1299,sphere,NA,C13 glucose
uridine,C13-label-3,235.6715,0.0699,uridine,200.9897657,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-3,0,0,uridine,-5.421911692,CFTr,monolayer,treated,Regular
uridine,C13-label-3,489.8644,0.0336,uridine,444.5867233,QC,NA,NA,NA
uridine,C13-label-3,160.3333,0.0988,uridine,160.461701,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-3,3215.295,0.1367,uridine,3190.139746,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-3,25.33333,0.0028,uridine,22.63288197,H1299,sphere,NA,Regular
uridine,C13-label-3,295.5137,0.0857,uridine,303.0364218,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-3,1952.463,0.1504,uridine,1981.18761,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-3,44.40096,0.0059,uridine,50.71481107,CFTr,monolayer,treated,Regular
uridine,C13-label-3,422.3088,0.2035,uridine,434.9987154,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-3,0,0.0003,uridine,1.817024568,CFTr,monolayer,NA,Regular
uridine,C13-label-3,229.9951,0.1418,uridine,249.5858172,H1299,monolayer,NA,C13 glucose
uridine,C13-label-3,19,0.0061,uridine,19.93677321,H1299,monolayer,NA,Regular
uridine,C13-label-3,405.9708,0.1149,uridine,396.9178181,H1299,sphere,NA,C13 glucose
uridine,C13-label-3,527.8841,0.0408,uridine,527.2927659,QC,NA,NA,NA
uridine,C13-label-3,154.5368,0.0753,uridine,153.2347903,H1299,monolayer,NA,C13 glucose
uridine,C13-label-3,7,0.0015,uridine,10.16411972,CFTr,monolayer,treated,Regular
uridine,C13-label-3,173.5993,0.0126,uridine,166.369485,CFTr,Sphere,treated,Regular
uridine,C13-label-3,1759.259,0.0932,uridine,1715.452459,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-3,334.5789,0.0743,uridine,315.7954842,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-3,1775.214,0.0797,uridine,1764.517332,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-3,408.2897,0.1714,uridine,443.7610578,H1299,monolayer,NA,C13 glucose
uridine,C13-label-3,832.4282,0.0366,uridine,896.4694853,CFTr,Sphere,treated,Regular
uridine,C13-label-3,232.2039,0.0099,uridine,229.2625355,CFTr,Sphere,NA,Regular
uridine,C13-label-3,326.9053,0.0344,uridine,331.7435305,QC,NA,NA,NA
uridine,C13-label-3,31.33333,0.0441,uridine,29.35008528,QC,NA,NA,NA
uridine,C13-label-3,0,0,uridine,-0.049945349,Water,NA,NA,NA
uridine,C13-label-3,0,0.0002,uridine,0.005739787,Metmix,NA,NA,NA
uridine,C13-label-3,7.666667,0.3263,uridine,8.339355675,ACN,NA,NA,NA
uridine,C13-label-3,0,0,uridine,-0.033768257,Water,NA,NA,NA
uridine,C13-label-3,2092.333,0.116,uridine,2078.398514,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-3,7,0.0004,uridine,1.958066158,CFTr,monolayer,NA,Regular
uridine,C13-label-3,809.9324,0.0571,uridine,809.9234238,QC,NA,NA,NA
uridine,C13-label-3,107.3333,0.0169,uridine,107.0133571,QC,NA,NA,NA
uridine,C13-label-3,0,0,uridine,-0.034001503,Metmix,NA,NA,NA
uridine,C13-label-3,0,0,uridine,-0.968319241,CFTr,monolayer,NA,Regular
uridine,C13-label-3,783.3942,0.1761,uridine,786.7512875,H1299,sphere,NA,C13 glucose
uridine,C13-label-2,0,0,uridine,-336.1385218,CFTr,Sphere,treated,Regular
uridine,C13-label-2,290.0316,0,uridine,-40.68432518,CFTr,Sphere,NA,Regular
uridine,C13-label-2,116.9383,0,uridine,-128.2307369,H1299,sphere,NA,Regular
uridine,C13-label-2,104.5178,0,uridine,-28.15854793,H1299,sphere,NA,Regular
uridine,C13-label-2,0,0,uridine,-55.33019364,H1299,monolayer,NA,Regular
uridine,C13-label-2,742.0146,0.2082,uridine,778.9419525,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-2,41.33333,0,uridine,-12.02171722,H1299,monolayer,NA,Regular
uridine,C13-label-2,1568.188,0.1016,uridine,1608.396483,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-2,94.73991,0,uridine,-268.5015111,CFTr,Sphere,NA,Regular
uridine,C13-label-2,205.8726,0.0034,uridine,42.21647319,QC,NA,NA,NA
uridine,C13-label-2,0,0,uridine,0,Water,NA,NA,NA
uridine,C13-label-2,282.2178,0.0699,uridine,276.0177659,H1299,sphere,NA,C13 glucose
uridine,C13-label-2,621.7626,0.2315,uridine,666.0914677,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-2,117.3048,0.0024,uridine,23.20451627,CFTr,monolayer,treated,Regular
uridine,C13-label-2,1000.65,0.0714,uridine,945.9385258,QC,NA,NA,NA
uridine,C13-label-2,153.7495,0.0963,uridine,156.3011793,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-2,3316.786,0.1489,uridine,3474.144999,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-2,56.82825,0,uridine,-68.59105707,H1299,sphere,NA,Regular
uridine,C13-label-2,206.3854,0.057,uridine,201.4940484,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-2,1565.479,0.1265,uridine,1667.0685,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-2,32.28223,0,uridine,-46.97455578,CFTr,monolayer,treated,Regular
uridine,C13-label-2,265.4008,0.1308,uridine,279.6079684,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-2,14,0,uridine,-42.2898,CFTr,monolayer,NA,Regular
uridine,C13-label-2,0,0,uridine,-12.1452369,H1299,monolayer,NA,C13 glucose
uridine,C13-label-2,20.58554,0,uridine,-18.87012413,H1299,monolayer,NA,Regular
uridine,C13-label-2,509.6042,0.1589,uridine,548.9984771,H1299,sphere,NA,C13 glucose
uridine,C13-label-2,562.9769,0.0387,uridine,500.9974165,QC,NA,NA,NA
uridine,C13-label-2,169.7607,0.0896,uridine,182.3872745,H1299,monolayer,NA,C13 glucose
uridine,C13-label-2,6.666667,0,uridine,-71.55188822,CFTr,monolayer,treated,Regular
uridine,C13-label-2,217.6374,0,uridine,-2.424369769,CFTr,Sphere,treated,Regular
uridine,C13-label-2,2148.37,0.1212,uridine,2230.026244,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-2,545.146,0.1342,uridine,570.2041176,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-2,1823.876,0.0852,uridine,1885.756983,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-2,0,0,uridine,-3.708426981,H1299,monolayer,NA,C13 glucose
uridine,C13-label-2,105.902,0,uridine,-249.9766894,CFTr,Sphere,treated,Regular
uridine,C13-label-2,240.5352,0,uridine,-129.4663926,CFTr,Sphere,NA,Regular
uridine,C13-label-2,259.0174,0.0172,uridine,166.1146607,QC,NA,NA,NA
uridine,C13-label-2,53,0.0738,uridine,49.09175921,QC,NA,NA,NA
uridine,C13-label-2,0,0,uridine,-0.783000122,Water,NA,NA,NA
uridine,C13-label-2,0,0,uridine,-0.049689814,Metmix,NA,NA,NA
uridine,C13-label-2,0,0,uridine,-0.126985052,ACN,NA,NA,NA
uridine,C13-label-2,0,0,uridine,-0.862277385,Water,NA,NA,NA
uridine,C13-label-2,2137.663,0.1249,uridine,2238.406361,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-2,81,0.0042,uridine,21.57443979,CFTr,monolayer,NA,Regular
uridine,C13-label-2,797.1489,0.0503,uridine,713.6097353,QC,NA,NA,NA
uridine,C13-label-2,115.1189,0.007,uridine,44.01067009,QC,NA,NA,NA
uridine,C13-label-2,0,0,uridine,-0.921027327,Metmix,NA,NA,NA
uridine,C13-label-2,47,0.0048,uridine,19.76624164,CFTr,monolayer,NA,Regular
uridine,C13-label-2,726.0301,0.1777,uridine,793.7634465,H1299,sphere,NA,C13 glucose
uridine,C13-label-1,2010.893,0.0217,uridine,401.8275235,CFTr,Sphere,treated,Regular
uridine,C13-label-1,2116.116,0.0172,uridine,347.9623402,CFTr,Sphere,NA,Regular
uridine,C13-label-1,1519.949,0.0189,uridine,268.3238729,H1299,sphere,NA,Regular
uridine,C13-label-1,858.7507,0.0232,uridine,180.4817893,H1299,sphere,NA,Regular
uridine,C13-label-1,217.1909,0,uridine,-221.2252086,H1299,monolayer,NA,Regular
uridine,C13-label-1,244.0612,0.0319,uridine,119.3864307,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-1,210,0,uridine,-268.1968541,H1299,monolayer,NA,Regular
uridine,C13-label-1,843.8172,0.035,uridine,554.2627836,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-1,2181.06,0.0155,uridine,325.4794585,CFTr,Sphere,NA,Regular
uridine,C13-label-1,1111.031,0.0198,uridine,248.5294851,QC,NA,NA,NA
uridine,C13-label-1,0,0,uridine,0,Water,NA,NA,NA
uridine,C13-label-1,239.9485,0.0343,uridine,135.2819499,H1299,sphere,NA,C13 glucose
uridine,C13-label-1,84.64185,0,uridine,-16.42190347,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-1,343.5431,0,uridine,-601.2160378,CFTr,monolayer,treated,Regular
uridine,C13-label-1,777.9209,0,uridine,-159.5245366,QC,NA,NA,NA
uridine,C13-label-1,69.66666,0.0012,uridine,2.016378821,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-1,1275.234,0.0382,uridine,891.7865679,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-1,711.0856,0,uridine,-26.47443938,H1299,sphere,NA,Regular
uridine,C13-label-1,117.3333,0,uridine,-52.83848179,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-1,296.681,0.0023,uridine,30.25578323,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-1,197.5267,0,uridine,-647.6449098,CFTr,monolayer,treated,Regular
uridine,C13-label-1,67.60522,0.0032,uridine,6.88453129,CFTr,monolayer,NA,C13 glucose
uridine,C13-label-1,171.1502,0,uridine,-369.8873455,CFTr,monolayer,NA,Regular
uridine,C13-label-1,73.71747,0.0098,uridine,17.19662539,H1299,monolayer,NA,C13 glucose
uridine,C13-label-1,173.9034,0,uridine,-137.7498277,H1299,monolayer,NA,Regular
uridine,C13-label-1,0,0,uridine,-146.0340209,H1299,sphere,NA,C13 glucose
uridine,C13-label-1,455.4427,0,uridine,-478.8190533,QC,NA,NA,NA
uridine,C13-label-1,0,0,uridine,-55.55401496,H1299,monolayer,NA,C13 glucose
uridine,C13-label-1,282.8831,0,uridine,-382.8018986,CFTr,monolayer,treated,Regular
uridine,C13-label-1,1460,0.025,uridine,329.0528671,CFTr,Sphere,treated,Regular
uridine,C13-label-1,925.7009,0.0297,uridine,547.4272715,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-1,119.4178,0,uridine,-92.32383471,CFTr,monolayer,treated,C13 glucose
uridine,C13-label-1,716.6624,0.0084,uridine,186.4600082,CFTr,Sphere,treated,C13 glucose
uridine,C13-label-1,0,0,uridine,-51.58232226,H1299,monolayer,NA,C13 glucose
uridine,C13-label-1,1915.438,0,uridine,-257.9835429,CFTr,Sphere,treated,Regular
uridine,C13-label-1,2233.716,0.0072,uridine,165.8544027,CFTr,Sphere,NA,Regular
uridine,C13-label-1,662.5462,0.0029,uridine,27.91145996,QC,NA,NA,NA
uridine,C13-label-1,49,0,uridine,-2.816951231,QC,NA,NA,NA
uridine,C13-label-1,6.666667,0.2946,uridine,5.941664566,Water,NA,NA,NA
uridine,C13-label-1,0,0,uridine,-0.691159889,Metmix,NA,NA,NA
uridine,C13-label-1,0,0,uridine,-1.766297109,ACN,NA,NA,NA
uridine,C13-label-1,6.333333,0.1191,uridine,3.997316964,Water,NA,NA,NA
uridine,C13-label-1,799.2523,0.0284,uridine,508.2277845,CFTr,Sphere,NA,C13 glucose
uridine,C13-label-1,296.9377,0,uridine,-187.1427061,CFTr,monolayer,NA,Regular
uridine,C13-label-1,837.0202,0,uridine,-134.1505081,QC,NA,NA,NA
uridine,C13-label-1,420.6237,0,uridine,-83.80924346,QC,NA,NA,NA
uridine,C13-label-1,6.666667,0.0767,uridine,4.021776755,Metmix,NA,NA,NA
uridine,C13-label-1,23.04488,0,uridine,-384.6266408,CFTr,monolayer,NA,Regular
uridine,C13-label-1,0,0,uridine,-46.58478701,H1299,sphere,NA,C13 glucose
uridine,C12 PARENT,15890.67,0.9651,uridine,17836.70644,CFTr,Sphere,treated,Regular
uridine,C12 PARENT,17372.31,0.9615,uridine,19499.79414,CFTr,Sphere,NA,Regular
uridine,C12 PARENT,12318.4,0.9729,uridine,13826.96165,H1299,sphere,NA,Regular
uridine,C12 PARENT,6709,0.9666,uridine,7530.61158,H1299,sphere,NA,Regular
uridine,C12 PARENT,4013.536,0.9863,uridine,4505.050034,H1299,monolayer,NA,Regular
uridine,C12 PARENT,1315.615,0.3948,uridine,1476.730594,CFTr,monolayer,NA,C13 glucose
uridine,C12 PARENT,4352.001,0.9815,uridine,4884.964842,H1299,monolayer,NA,Regular
uridine,C12 PARENT,3320.271,0.2355,uridine,3726.884967,CFTr,Sphere,NA,C13 glucose
uridine,C12 PARENT,18193.35,0.9713,uridine,20421.38205,CFTr,Sphere,NA,Regular
uridine,C12 PARENT,8549.497,0.7627,uridine,9596.50337,QC,NA,NA,NA
uridine,C12 PARENT,0,0,uridine,0,Water,NA,NA,NA
uridine,C12 PARENT,1137.991,0.3235,uridine,1277.354032,H1299,sphere,NA,C13 glucose
uridine,C12 PARENT,958.2523,0.3739,uridine,1075.603796,CFTr,monolayer,treated,C13 glucose
uridine,C12 PARENT,8529.914,0.9962,uridine,9574.522156,CFTr,monolayer,treated,Regular
uridine,C12 PARENT,8881.659,0.753,uridine,9969.343287,QC,NA,NA,NA
uridine,C12 PARENT,653.8727,0.4521,uridine,733.9486252,CFTr,monolayer,NA,C13 glucose
uridine,C12 PARENT,4547.767,0.2188,uridine,5104.705147,CFTr,Sphere,treated,C13 glucose
uridine,C12 PARENT,7082.552,0.9784,uridine,7949.910286,H1299,sphere,NA,Regular
uridine,C12 PARENT,1589.434,0.5044,uridine,1784.082588,CFTr,monolayer,treated,C13 glucose
uridine,C12 PARENT,2596.46,0.2212,uridine,2914.433111,CFTr,Sphere,NA,C13 glucose
uridine,C12 PARENT,7525.807,0.9877,uridine,8447.448106,CFTr,monolayer,treated,Regular
uridine,C12 PARENT,591.7459,0.3107,uridine,664.2135232,CFTr,monolayer,NA,C13 glucose
uridine,C12 PARENT,4860.387,0.992,uridine,5455.609871,CFTr,monolayer,NA,Regular
uridine,C12 PARENT,561.1297,0.3578,uridine,629.8479381,H1299,monolayer,NA,C13 glucose
uridine,C12 PARENT,2871.72,0.9821,uridine,3223.402577,H1299,monolayer,NA,Regular
uridine,C12 PARENT,1267.73,0.4118,uridine,1422.981401,H1299,sphere,NA,C13 glucose
uridine,C12 PARENT,8545.754,0.7416,uridine,9592.301987,QC,NA,NA,NA
uridine,C12 PARENT,482.2677,0.2661,uridine,541.328175,H1299,monolayer,NA,C13 glucose
uridine,C12 PARENT,6049.268,0.995,uridine,6790.086101,CFTr,monolayer,treated,Regular
uridine,C12 PARENT,11213.48,0.9554,uridine,12586.72862,CFTr,Sphere,treated,Regular
uridine,C12 PARENT,4168.723,0.2542,uridine,4679.241869,CFTr,Sphere,treated,C13 glucose
uridine,C12 PARENT,1952.297,0.5156,uridine,2191.383276,CFTr,monolayer,treated,C13 glucose
uridine,C12 PARENT,5287.799,0.2682,uridine,5935.364493,CFTr,Sphere,treated,C13 glucose
uridine,C12 PARENT,447.7892,0.1941,uridine,502.6272969,H1299,monolayer,NA,C13 glucose
uridine,C12 PARENT,20698.63,0.9496,uridine,23233.46889,CFTr,Sphere,treated,Regular
uridine,C12 PARENT,20086.51,0.9751,uridine,22546.38617,CFTr,Sphere,NA,Regular
uridine,C12 PARENT,6142.651,0.7146,uridine,6894.905165,QC,NA,NA,NA
uridine,C12 PARENT,496.6667,0.8377,uridine,557.4905355,QC,NA,NA,NA
uridine,C12 PARENT,12.66667,0.705,uridine,14.21788222,Water,NA,NA,NA
uridine,C12 PARENT,6,0.2556,uridine,6.73478454,Metmix,NA,NA,NA
uridine,C12 PARENT,15.33333,0.6735,uridine,17.21111231,ACN,NA,NA,NA
uridine,C12 PARENT,26.33333,0.8807,uridine,29.5582173,Water,NA,NA,NA
uridine,C12 PARENT,3290.432,0.2061,uridine,3693.391761,CFTr,Sphere,NA,C13 glucose
uridine,C12 PARENT,4486.183,0.9862,uridine,5035.579319,CFTr,monolayer,NA,Regular
uridine,C12 PARENT,9230.925,0.7304,uridine,10361.38183,QC,NA,NA,NA
uridine,C12 PARENT,4781.1,0.8492,uridine,5366.613061,QC,NA,NA,NA
uridine,C12 PARENT,29.33333,0.6279,uridine,32.92560957,Metmix,NA,NA,NA
uridine,C12 PARENT,3561.05,0.9634,uridine,3997.150748,CFTr,monolayer,NA,Regular
uridine,C12 PARENT,404.4053,0.1016,uridine,453.9304271,H1299,sphere,NA,C13 glucose
deoxyinosine,C13-label-10,0,0,deoxyinosine,-0.091597371,CFTr,Sphere,treated,Regular
deoxyinosine,C13-label-10,0,0,deoxyinosine,-0.392858594,CFTr,Sphere,NA,Regular
deoxyinosine,C13-label-10,0,0,deoxyinosine,0.000675215,H1299,sphere,NA,Regular
deoxyinosine,C13-label-10,0,0,deoxyinosine,4.13E-08,H1299,sphere,NA,Regular
deoxyinosine,C13-label-10,0,0,deoxyinosine,0,H1299,monolayer,NA,Regular
deoxyinosine,C13-label-10,0,0,deoxyinosine,0.002370142,CFTr,monolayer,NA,C13 glucose
deoxyinosine,C13-label-10,6.333333,0.2716,deoxyinosine,6.294702675,H1299,monolayer,NA,Regular
deoxyinosine,C13-label-10,9.333333,0.0504,deoxyinosine,9.388012665,CFTr,Sphere,NA,C13 glucose
deoxyinosine,C13-label-10,22.22768,0.0031,deoxyinosine,21.95756725,CFTr,Sphere,NA,Regular
deoxyinosine,C13-label-10,0,0,deoxyinosine,-0.088576616,QC,NA,NA,NA
deoxyinosine,C13-label-10,0,0,deoxyinosine,0,Water,NA,NA,NA
